unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:41,74770367.419,0.1,0,390240,0,1,0,0,11.4,13.255,0.163,0.163,0.084,13.11039,13.74573,0.00139,13.25328,13.2235,0.046277,0.69826,0.96586,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:41,74770367.619,0.1,0,390240,0,1,0,0,11.4,13.23,-0.179,-0.179,0.084,13.11039,13.74573,-0.00019,13.22914,13.2235,0.046277,0.69826,0.96586,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:41,74770367.819,0.1,0,390240,0,1,0,0,11.4,13.251,0.115,0.115,0.084,13.11039,13.74573,0.00117,13.24921,13.22355,0.049813,0.69826,0.96601,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:44,74770370.819,0.1,0,390240,0,1,0,0,11.4,13.268,0.359,0.359,0.086,13.11039,13.74573,0.0023,13.26521,13.2236,0.046388,0.69826,0.96615,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:45,74770371.019,0.1,0,390240,0,1,0,0,11.4,13.264,0.506,0.506,0.086,13.11039,13.74573,0.00297,13.26024,13.2236,0.046388,0.69826,0.96615,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:45,74770371.219,0.1,0,390240,0,1,0,0,11.4,13.268,0.017,0.017,0.089,13.11039,13.74573,0.00073,13.26677,13.2236,0.046388,0.69826,0.96615,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:45,74770371.419,0.1,0,390240,0,1,0,0,11.4,13.272,0.212,0.212,0.09,13.11039,13.74573,0.00163,13.27014,13.2236,0.046388,0.69826,0.96615,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:45,74770371.619,0.1,0,390240,0,1,0,0,11.4,13.264,0.408,0.408,0.092,13.11039,13.74573,0.00253,13.26064,13.2236,0.046388,0.69826,0.96615,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:45,74770371.819,0.1,0,390240,0,1,0,0,11.4,13.242,0.066,0.066,0.093,13.11039,13.74573,0.00096,13.24079,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:46,74770372.019,0.1,0,390240,0,1,0,0,11.4,13.264,0.017,0.017,0.093,13.11039,13.74573,0.00074,13.26245,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:46,74770372.219,0.1,0,390240,0,1,0,0,11.4,13.251,0.261,0.261,0.092,13.11039,13.74573,0.00186,13.24846,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:46,74770372.419,0.1,0,390240,0,1,0,0,11.4,13.238,0.555,0.555,0.094,13.11039,13.74573,0.00322,13.23422,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:46,74770372.619,0.1,0,390240,0,1,0,0,11.4,13.234,0.115,0.115,0.096,13.11039,13.74573,0.00119,13.23196,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:46,74770372.819,0.1,0,390240,0,1,0,0,11.4,13.247,0.31,0.31,0.097,13.11039,13.74573,0.0021,13.24391,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:47,74770373.019,0.1,0,390240,0,1,0,0,11.4,13.242,-0.032,-0.032,0.096,13.11039,13.74573,0.00052,13.24121,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:47,74770373.219,0.1,0,390240,0,1,0,0,11.4,13.272,0.163,0.163,0.096,13.11039,13.74573,0.00142,13.27031,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:47,74770373.419,0.1,0,390240,0,1,0,0,11.4,13.264,-0.081,-0.081,0.096,13.11039,13.74573,0.00029,13.26287,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:47,74770373.619,0.1,0,390240,0,1,0,0,11.4,13.251,0.212,0.212,0.096,13.11039,13.74573,0.00165,13.24865,13.22364,-0.008354,0.69826,0.96613,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:47,74770373.819,0.1,0,390240,0,1,0,0,11.4,13.251,0.163,0.163,0.097,13.11039,13.74573,0.00142,13.24887,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:48,74770374.019,0.1,0,390240,0,1,0,0,11.4,13.281,0.017,0.017,0.097,13.11039,13.74573,0.00075,13.27955,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:48,74770374.219,0.1,0,390240,0,1,0,0,11.4,13.268,0.212,0.212,0.098,13.11039,13.74573,0.00165,13.26578,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:48,74770374.419,0.1,0,390240,0,1,0,0,11.4,13.234,0.066,0.066,0.097,13.11039,13.74573,0.00097,13.23218,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:48,74770374.619,0.1,0,390240,0,1,0,0,11.4,13.225,0.163,0.163,0.096,13.11039,13.74573,0.00142,13.22316,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:48,74770374.819,0.1,0,390240,0,1,0,0,11.4,13.234,0.261,0.261,0.095,13.11039,13.74573,0.00187,13.23128,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:49,74770375.019,0.1,0,390240,0,1,0,0,11.4,13.242,0.017,0.017,0.095,13.11039,13.74573,0.00074,13.24099,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:49,74770375.219,0.1,0,390240,0,1,0,0,11.4,13.251,0.017,0.017,0.096,13.11039,13.74573,0.00074,13.24956,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:49,74770375.419,0.1,0,390240,0,1,0,0,11.4,13.264,0.066,0.066,0.096,13.11039,13.74573,0.00097,13.26219,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:49,74770375.619,0.1,0,390240,0,1,0,0,11.4,13.23,0.115,0.115,0.096,13.11039,13.74573,0.0012,13.22767,13.22364,0.0293,0.69826,0.96622,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:49,74770375.819,0.1,0,390240,0,1,0,0,11.4,13.251,0.31,0.31,0.096,13.11039,13.74573,0.0021,13.2482,13.22366,0.03424,0.69826,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:50,74770376.019,0.1,0,390240,0,1,0,0,11.4,13.238,-0.032,-0.032,0.097,13.11039,13.74573,0.00052,13.23692,13.22366,0.03424,0.69826,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:50,74770376.219,0.1,0,390240,0,1,0,0,11.4,13.234,0.604,0.604,0.096,13.11039,13.74573,0.00345,13.22969,13.22366,0.03424,0.69827,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:50,74770376.419,0.1,0,390240,0,1,0,0,11.4,13.29,0.359,0.359,0.099,13.11039,13.74573,0.00233,13.28652,13.22366,0.03424,0.69827,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:50,74770376.619,0.1,0,390240,0,1,0,0,11.4,13.234,-0.13,-0.13,0.102,13.11039,13.74573,0.00008,13.23304,13.22366,0.03424,0.69827,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:50,74770376.819,0.1,0,390240,0,1,0,0,11.4,13.238,0.115,0.115,0.101,13.11039,13.74573,0.00121,13.2362,13.22366,0.03424,0.69827,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:50,74770377.019,0.1,0,390240,0,1,0,0,11.4,13.264,-0.032,-0.032,0.101,13.11039,13.74573,0.00053,13.2626,13.22366,0.03424,0.69827,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:50,74770377.219,0.1,0,390240,0,1,0,0,11.4,13.255,-0.032,-0.032,0.1,13.11039,13.74573,0.00053,13.25403,13.22366,0.03424,0.69827,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:50,74770377.419,0.1,0,390240,0,1,0,0,11.4,13.234,0.017,0.017,0.1,13.11039,13.74573,0.00076,13.23237,13.22366,0.03424,0.69827,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:51,74770377.619,0.1,0,390240,0,1,0,0,11.4,13.217,0.115,0.115,0.099,13.11039,13.74573,0.00121,13.21478,13.22366,0.03424,0.69827,0.96632,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:51,74770377.819,0.1,0,390240,0,1,0,0,11.4,13.255,-0.032,-0.032,0.099,13.11039,13.74573,0.00053,13.25404,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:51,74770378.019,0.1,0,390240,0,1,0,0,11.4,13.234,0.017,0.017,0.099,13.11039,13.74573,0.00076,13.23238,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:51,74770378.219,0.1,0,390240,0,1,0,0,11.4,13.251,0.115,0.115,0.098,13.11039,13.74573,0.0012,13.24909,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:51,74770378.419,0.1,0,390240,0,1,0,0,11.4,13.264,-0.032,-0.032,0.097,13.11039,13.74573,0.00053,13.26263,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:52,74770378.619,0.1,0,390240,0,1,0,0,11.4,13.268,-0.179,-0.179,0.096,13.11039,13.74573,-0.00015,13.2676,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:52,74770378.819,0.166,0,390240,0,1,0,0,11.4,13.251,0.163,0.163,0.095,13.11039,13.74573,0.00142,13.24888,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:52,74770379.085,0.1,0,390240,0,1,0,0,11.4,13.23,-0.081,-0.081,0.096,13.11039,13.74573,0.0003,13.22857,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:52,74770379.285,0.1,0,390240,0,1,0,0,11.4,13.238,-0.179,-0.179,0.095,13.11039,13.74573,-0.00015,13.23761,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:52,74770379.485,0.1,0,390240,0,1,0,0,11.4,13.225,0.115,0.115,0.093,13.11039,13.74573,0.00119,13.2234,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:53,74770379.685,0.1,0,390240,0,1,0,0,11.4,13.238,-0.179,-0.179,0.093,13.11039,13.74573,-0.00016,13.23763,13.2237,0.063958,0.69827,0.96651,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:53,74770379.885,0.1,0,390240,0,1,0,0,11.4,13.251,0.212,0.212,0.09,13.11039,13.74573,0.00164,13.2487,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:53,74770380.085,0.1,0,390240,0,1,0,0,11.4,13.26,-0.081,-0.081,0.089,13.11039,13.74573,0.00028,13.25864,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:53,74770380.285,0.1,0,390240,0,1,0,0,11.4,13.225,0.261,0.261,0.088,13.11039,13.74573,0.00186,13.22277,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:53,74770380.485,0.1,0,390240,0,1,0,0,11.4,13.264,0.066,0.066,0.087,13.11039,13.74573,0.00096,13.26226,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:54,74770380.685,0.1,0,390240,0,1,0,0,11.4,13.268,-0.228,-0.228,0.087,13.11039,13.74573,-0.0004,13.26791,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:54,74770380.885,0.1,0,390240,0,1,0,0,11.4,13.225,0.115,0.115,0.087,13.11039,13.74573,0.00118,13.22346,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:54,74770381.085,0.1,0,390240,0,1,0,0,11.4,13.26,0.066,0.066,0.087,13.11039,13.74573,0.00095,13.25798,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:54,74770381.285,0.1,0,390240,0,1,0,0,11.4,13.251,0.163,0.163,0.087,13.11039,13.74573,0.0014,13.24895,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:55,74770381.485,0.119,0,390240,0,1,0,0,11.4,13.221,0.066,0.066,0.089,13.11039,13.74573,0.00096,13.21938,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:55,74770381.704,0.1,0,390240,0,1,0,0,11.4,13.247,-0.13,-0.13,0.086,13.11039,13.74573,0.00005,13.24604,13.22376,0.027192,0.69827,0.96659,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:55,74770381.904,0.1,0,390240,0,1,0,0,11.4,13.247,-0.13,-0.13,0.085,13.11039,13.74573,0.00005,13.24604,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:55,74770382.104,0.1,0,390240,0,1,0,0,11.4,13.255,-0.179,-0.179,0.085,13.11039,13.74573,-0.00018,13.25484,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:55,74770382.304,0.1,0,390240,0,1,0,0,11.4,13.234,0.31,0.31,0.083,13.11039,13.74573,0.00207,13.23116,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:56,74770382.504,0.1,0,390240,0,1,0,0,11.4,13.242,0.457,0.457,0.083,13.11039,13.74573,0.00275,13.23905,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:56,74770382.704,0.1,0,390240,0,1,0,0,11.4,13.268,-0.13,-0.13,0.083,13.11039,13.74573,0.00005,13.26749,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:56,74770382.904,0.1,0,390240,0,1,0,0,11.4,13.285,0.066,0.066,0.084,13.11039,13.74573,0.00095,13.28373,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:56,74770383.104,0.1,0,390240,0,1,0,0,11.4,13.238,0.261,0.261,0.083,13.11039,13.74573,0.00185,13.23567,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:56,74770383.304,0.1,0,390240,0,1,0,0,11.4,13.238,0.163,0.163,0.083,13.11039,13.74573,0.0014,13.23613,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:57,74770383.504,0.1,0,390240,0,1,0,0,11.4,13.251,-0.081,-0.081,0.084,13.11039,13.74573,0.00027,13.25011,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:57,74770383.704,0.1,0,390240,0,1,0,0,11.4,13.217,0.31,0.31,0.083,13.11039,13.74573,0.00207,13.21401,13.22379,-0.004599,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:57,74770383.904,0.1,0,390240,0,1,0,0,11.4,13.242,0.066,0.066,0.083,13.11039,13.74573,0.00095,13.24087,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:57,74770384.104,0.1,0,390240,0,1,0,0,11.4,13.281,0.017,0.017,0.081,13.11039,13.74573,0.00072,13.2797,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:57,74770384.304,0.1,0,390240,0,1,0,0,11.4,13.238,0.261,0.261,0.08,13.11039,13.74573,0.00184,13.2357,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:58,74770384.504,0.1,0,390240,0,1,0,0,11.4,13.268,-0.13,-0.13,0.083,13.11039,13.74573,0.00004,13.2675,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:58,74770384.704,0.1,0,390240,0,1,0,0,11.4,13.29,-0.179,-0.179,0.081,13.11039,13.74573,-0.00018,13.28918,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:58,74770384.904,0.1,0,390240,0,1,0,0,11.4,13.23,0.017,0.017,0.08,13.11039,13.74573,0.00071,13.22827,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:58,74770385.104,0.1,0,390240,0,1,0,0,11.4,13.238,0.066,0.066,0.078,13.11039,13.74573,0.00094,13.23662,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:58,74770385.304,0.1,0,390240,0,1,0,0,11.4,13.251,0.212,0.212,0.08,13.11039,13.74573,0.00161,13.24879,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:59,74770385.504,0.1,0,390240,0,1,0,0,11.4,13.251,0.066,0.066,0.08,13.11039,13.74573,0.00094,13.24947,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:59,74770385.704,0.1,0,390240,0,1,0,0,11.4,13.255,0.261,0.261,0.08,13.11039,13.74573,0.00184,13.25285,13.22378,0.001061,0.69827,0.96658,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:59,74770385.904,0.1,0,390240,0,1,0,0,11.4,13.234,0.066,0.066,0.082,13.11039,13.74573,0.00094,13.23231,13.22378,0.045983,0.69827,0.96672,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:59,74770386.104,0.1,0,390240,0,1,0,0,11.4,13.251,0.408,0.408,0.08,13.11039,13.74573,0.00252,13.24788,13.22378,0.045983,0.69827,0.96672,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:59,74770386.304,0.1,0,390240,0,1,0,0,11.4,13.272,0.066,0.066,0.081,13.11039,13.74573,0.00094,13.27089,13.22378,0.045983,0.69827,0.96672,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:59,74770386.504,0.1,0,390240,0,1,0,0,11.4,13.255,-0.032,-0.032,0.081,13.11039,13.74573,0.00049,13.25421,13.22378,0.045983,0.69827,0.96672,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:59,74770386.704,0.1,0,390240,0,1,0,0,11.4,13.242,0.017,0.017,0.081,13.11039,13.74573,0.00071,13.24112,13.22378,0.045983,0.69827,0.96672,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:34:59,74770386.904,0.1,0,390240,0,1,0,0,11.4,13.234,0.017,0.017,0.08,13.11039,13.74573,0.00071,13.23255,13.22378,0.045983,0.69827,0.96672,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:35:00,74770387.104,0.1,0,390240,0,1,0,0,11.4,13.251,0.457,0.457,0.08,13.11039,13.74573,0.00274,13.24766,13.22378,0.045983,0.69827,0.96672,0.69854,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:35:00,74770387.304,0.1,0,390240,0,1,0,0,11.4,13.272,-0.081,-0.081,0.083,13.11039,13.74573,0.00027,13.27156,13.22378,0.045983,0.69827,0.96672,0.69854,,,,,,,,,,,,,,,,
