=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.06.13 08:16:05 =~=~=~=~=~=~=~=~=~=~=~=
unit_sel,      288.254, 0, 0,  -0.0000002,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.70000,0.00000,-0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,14.64000, 1, 14.64000,   0.00,25.00, 1, 25.00, 0, 0,  -0.000,   0.000, 1, 500.000,628.864,-786.080, 10.000,  0.005,0,
unit_sim,       288.254, 1,  405720, 0, 25.00000,25.00000, 13.80000,14.70000,0.00000,14.64000,   0.000,  0.000,  0.000,-15.000,  1,        0.0,   1.00000, 0, 
pro0p_v20230403, 2023-06-13T12:23:16,       288.254, 0.100,   1,  405720, 1,  0,  255,  0, 25.0,14.640,     0.000,     0.000,   -15.000,14.70000,    13.80000,0.00000,14.70000,14.69996,   0.000036, 1.00000,1.00000,1.00000,0.01400,
unit_sel,      288.654, 0, 0,  -0.0000002,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.70000,0.00000,-0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,14.64000, 1, 14.64000,   0.00,25.00, 1, 25.00, 0, 0,  -0.000,   0.000, 1, 500.000,628.864,-786.080, 10.000,  0.005,0,
unit_sim,       288.654, 1,  405720, 0, 25.00000,25.00000, 13.80000,14.70000,0.00000,14.64000,   0.000,  0.000,  0.000,-15.000,  1,        0.0,   1.00000, 0, 
pro0p_v20230403, 2023-06-13T12:23:16,       288.654, 0.100,   1,  405720, 1,  0,  255,  0, 25.0,14.640,     0.000,     0.000,   -15.000,14.70000,    13.80000,0.00000,14.70000,14.69996,   0.000036, 1.00000,1.00000,1.00000,0.01400,
unit_sel,      289.054, 0, 0,  -0.0000002,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.70000,0.00000,-0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,14.64000, 1, 14.64000,   0.00,25.00, 1, 25.00, 0, 0,  -0.000,   0.000, 1, 500.000,628.864,-786.080, 10.000,  0.005,0,
unit_sim,       289.054, 1,  405720, 0, 25.00000,25.00000, 13.80000,14.70000,0.00000,14.64000,   0.000,  0.000,  0.000,-15.000,  1,        0.0,   1.00000, 0, 
pro0p_v20230403, 2023-06-13T12:23:17,       289.054, 0.100,   1,  405720, 1,  0,  255,  0, 25.0,14.640,     0.000,     0.000,   -15.000,14.70000,    13.80000,0.00000,14.70000,14.69996,   0.000036, 1.00000,1.00000,1.00000,0.01400,
unit_sel,      289.454, 0, 0,  -0.0000002,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.70000,0.00000,-0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,14.64000, 1, 14.64000,   0.00,25.00, 1, 25.00, 0, 0,  -0.000,   0.000, 1, 500.000,628.864,-786.080, 10.000,  0.005,0,
unit_sim,       289.454, 1,  405720, 0, 25.00000,25.00000, 13.80000,14.70000,0.00000,14.64000,   0.000,  0.000,  0.000,-15.000,  1,        0.0,   1.00000, 0, 
pro0p_v20230403, 2023-06-13T12:23:17,       289.454, 0.100,   1,  405720, 1,  0,  255,  0, 25.0,14.640,     0.000,     0.000,   -15.000,14.70000,    13.80000,0.00000,14.70000,14.69996,   0.000036, 1.00000,1.00000,1.00000,0.01400,
unit_sel,      289.854, 0, 0,  -0.0000002,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.70000,0.00000,-0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,14.64000, 1, 14.64000,   0.00,25.00, 1, 25.00, 0, 0,  -0.000,   0.000, 1, 500.000,628.864,-786.080, 10.000,  0.005,0,
unit_sim,       289.854, 1,  405720, 0, 25.00000,25.00000, 13.80000,14.70000,0.00000,14.64000,   0.000,  0.000,  0.000,-15.000,  1,        0.0,   1.00000, 0, 
pro0p_v20230403, 2023-06-13T12:23:17,       289.854, 0.100,   1,  405720, 1,  0,  255,  0, 25.0,14.640,     0.000,     0.000,   -15.000,14.70000,    13.80000,0.00000,14.70000,14.69996,   0.000036, 1.00000,1.00000,1.00000,0.01400,
